-28.411750, 25.794500, -37.969000
-41.619250, 31.770000, -33.183500
-43.020750, 14.721250, -23.258500
-20.859000, 25.417500, -25.613750
-32.468500, 26.896750, -17.038000
-37.211000, 32.643000, -17.738500
-26.449250, 32.771750, -35.680500
-43.577500, 30.348000, -27.722000
-43.698250, 24.329250, -26.678750
-42.177000, 29.656250, -34.219250
-29.272500, 21.124000, -38.961500
-25.901500, 28.649000, -19.967000
-43.123250, 25.440250, -26.566000
-40.086750, 14.935750, -25.412250
-43.421250, 28.539500, -26.092250
-37.525250, 37.285500, -32.361250
-26.326750, 22.297500, -35.262500
-42.875000, 29.779000, -26.649000
-27.049000, 16.839500, -35.352750
-30.209000, 20.030750, -40.739750
-38.863750, 33.160250, -34.428750
-32.677250, 26.140500, -16.894000
-26.361250, 18.420250, -33.190750
-27.100250, 27.474750, -35.979750
-35.136500, 36.078500, -30.548750
-36.310000, 35.527000, -28.921250
-27.630000, 11.715000, -27.976000
-25.186750, 21.513750, -33.291250
-23.099750, 28.759750, -21.351750
-23.280250, 29.060000, -30.060250
-37.543250, 12.749500, -22.427500
-45.236500, 18.430000, -32.538250
-27.143750, 21.236500, -23.184750
-20.843250, 25.099250, -25.657250
-44.200750, 23.915250, -27.607000
-43.185500, 16.670250, -23.937500
-30.882250, 28.996500, -16.819750
-45.989250, 27.445250, -30.337250
-31.221500, 23.073500, -19.706250
-44.388000, 35.386750, -30.239000
-41.699000, 22.191500, -22.115750
-35.562500, 27.153750, -38.834000
-44.198000, 31.081000, -28.382750
-39.834000, 28.936000, -35.672250
-36.692750, 24.101000, -39.527750
-23.764000, 17.054500, -28.823250
-37.194250, 34.756750, -24.438500
-36.645750, 30.511750, -14.748500
-36.195750, 33.283000, -21.984750
-35.448500, 32.561500, -20.638250
-43.021000, 28.458000, -25.231000
-39.481500, 13.570250, -23.435000
-25.904750, 27.822250, -19.470000
-40.193000, 17.958000, -34.588000
-26.407500, 27.331000, -19.852750
-40.341250, 12.837750, -19.697250
-43.710250, 27.275250, -26.316500
-33.230750, 32.626000, -23.968500
-40.387750, 28.263250, -20.794750
-28.151750, 31.229000, -38.383000
-35.872500, 16.793000, -20.184000
-25.803750, 30.497000, -34.058000
-31.877250, 35.408500, -36.919000
-43.880750, 38.230500, -29.054250
-40.665000, 20.929250, -39.097750
-22.185750, 26.269250, -27.947000
-34.634750, 30.734000, -16.883750
-44.006000, 26.548000, -27.142250
-36.426250, 33.472250, -23.761750
-22.733250, 25.915000, -22.305500
-26.102000, 22.441250, -33.314750
-23.844000, 28.257250, -31.400000
-38.971750, 33.800000, -33.329500
-21.484750, 29.401000, -27.763750
-32.217500, 34.161250, -26.387750
-43.770250, 20.240250, -26.193250
-28.076250, 29.142750, -37.473000
-28.943000, 29.868250, -17.992250
-32.980250, 19.127750, -43.776250
-40.044000, 14.318000, -18.425250
-44.680500, 19.950500, -37.086000
-35.230750, 31.749750, -17.041250
-42.470000, 16.004250, -28.172750
-40.537750, 13.982500, -23.889250
-39.768250, 19.324250, -18.881500
-30.026750, 28.299000, -41.686500
-33.935750, 26.151500, -15.875250
-31.595750, 26.833250, -41.532000
-40.934750, 32.207750, -22.258250
-35.528750, 13.560500, -21.904250
-29.112250, 16.446000, -38.901750
-23.570000, 23.457500, -30.089250
-31.006000, 33.608500, -27.216250
-43.029000, 19.242000, -35.987250
-38.674500, 34.294750, -21.969250
-45.411750, 27.312750, -29.475250
-47.292250, 20.824750, -32.939000
-35.098750, 31.917750, -37.143750
-25.910750, 18.639750, -34.207250
-29.071750, 14.766750, -33.141000
-27.562250, 29.962250, -37.097750
-39.876000, 19.663000, -40.535750
-25.889250, 19.391000, -23.961250
-23.518500, 14.036750, -28.851750
-19.408500, 29.288000, -23.101250
-47.145750, 20.747500, -31.559000
-32.370500, 30.492750, -39.419000
-41.941750, 25.717500, -36.024750
-35.387250, 15.141000, -31.056250
-45.228250, 26.704750, -29.133000
-46.922500, 27.206750, -32.056250
-34.606000, 12.359000, -23.322750
-27.353500, 21.278750, -22.174250
-21.630000, 28.385250, -28.193500
-26.127000, 20.243500, -23.693500
-29.794000, 35.880750, -33.502500
-41.510000, 27.327250, -23.515750
-42.688250, 17.450500, -24.072750
-38.513500, 33.878000, -21.643500
-47.571500, 26.136500, -32.864000
-23.799500, 28.890500, -20.977250
-45.127250, 34.776500, -29.758250
-41.843500, 15.028250, -24.261000
-40.736750, 18.630500, -35.197250
-26.872000, 29.086500, -18.915000
-27.738500, 22.790250, -36.478500
-34.777500, 31.449500, -37.324250
-34.009750, 16.084250, -21.270250
-21.709250, 30.421000, -25.500000
-34.361750, 37.603000, -34.536000
-25.962250, 29.782250, -21.198500
-28.417750, 31.268000, -21.208000
-29.314250, 14.985750, -33.771000
-30.863500, 20.896500, -41.440000
-29.401500, 16.500500, -23.777250
-40.396250, 17.405750, -33.876750
-26.916000, 34.524000, -32.413500
-41.361000, 31.182750, -24.661750
-32.335750, 33.920500, -26.943000
-37.533500, 23.582250, -38.910250
-31.173250, 14.019250, -24.644000
-24.964250, 17.075500, -31.394750
-36.881250, 26.725750, -14.769750
-34.064250, 27.545500, -39.311500
-44.733750, 18.515500, -28.024000
-45.193750, 19.774000, -37.138500
-37.224250, 20.659500, -16.916000
-36.337250, 17.384250, -19.284250
-33.186250, 15.080000, -30.688750
-40.472250, 23.021500, -20.131500
-31.320750, 33.956250, -37.939500
-30.055250, 32.426500, -39.326250
-38.744000, 18.090750, -37.455250
-36.506250, 19.023500, -18.813000
-45.066750, 28.910250, -32.505000
-46.740500, 25.963000, -32.414000
-46.585000, 18.404750, -30.298500
-44.622250, 20.711750, -26.856750
-45.097000, 31.175000, -30.460250
-40.179750, 13.321250, -22.420500
-46.501000, 21.747000, -30.540750
-27.150000, 13.831000, -34.683000
-35.221750, 27.017000, -15.408250
-33.740750, 21.068500, -19.739750
-22.777250, 30.444750, -28.769250
-21.394500, 19.654000, -26.246500
-20.795250, 26.590250, -24.934750
-28.446000, 19.978750, -22.262000
-30.472000, 27.075750, -17.630500
-47.000250, 24.757250, -31.875000
-30.203250, 35.174000, -33.504750
-35.331750, 35.430750, -28.639750
-39.593250, 26.374750, -21.062000
-26.320500, 19.480000, -24.498750
-28.738250, 35.520000, -35.398250
-34.111750, 16.493500, -34.964250
-28.249000, 27.746250, -18.886750
-23.220500, 32.370250, -28.679500
-23.595500, 20.766000, -28.927250
-32.745500, 24.691750, -41.991750
